13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,13,13,13,13,13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,13,19,19,19,13,13,13
20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,26,26,26,26,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,26,26,20,20,20,20,20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,26,26,26,26,26,26,20,26,26,26,20,20,20
20,20,8,1,1,1,51,1,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,1,1,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,1,27,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,11,11,11,1,1,27,1,1,1,27,20,20
20,20,1,6,6,1,51,51,2,2,51,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,33,1,33,1,1,1,1,51,51,51,51,20,20,20,20,20,35,1,1,19,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,11,11,1,51,51,51,51,51,51,20,20
20,20,1,6,6,1,51,2,3,3,2,51,35,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,33,1,1,1,33,1,1,1,1,1,1,1,51,2,2,51,20,20,20,20,27,1,33,1,26,1,1,1,1,1,1,1,1,1,1,14,33,1,1,1,33,11,1,51,2,2,2,2,51,20,20
20,20,1,6,1,1,51,2,3,3,2,51,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,34,1,1,1,1,1,1,1,1,1,1,1,1,51,2,2,51,27,20,27,27,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,14,14,1,1,1,1,1,1,51,2,3,3,3,2,20,20
20,20,1,6,1,33,51,2,3,3,2,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,33,1,1,1,1,1,1,1,1,33,1,1,1,1,33,1,1,51,51,51,51,1,27,1,1,1,1,33,33,33,1,1,1,33,1,1,1,34,1,14,1,14,33,19,19,33,1,1,51,51,2,2,2,2,20,20
20,20,1,6,1,1,51,51,2,3,2,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,14,26,26,1,1,1,51,1,51,51,51,51,20,20
20,20,1,6,6,1,51,1,51,2,2,51,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,51,1,1,51,51,51,51,51,51,1,1,25,1,33,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,33,33,1,1,1,1,1,1,1,1,14,1,1,1,1,14,14,1,33,1,1,1,1,1,1,1,20,20
20,20,1,6,6,1,1,51,1,51,51,51,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,1,33,51,2,2,2,2,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,20,20
20,20,1,6,6,6,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,1,51,2,3,3,3,3,2,51,1,1,1,1,33,1,33,1,1,1,33,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,33,1,1,14,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,2,3,3,3,3,2,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,14,14,33,1,14,1,1,1,14,14,1,14,14,14,1,1,1,1,1,1,1,1,1,33,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,51,2,3,3,3,3,3,2,51,51,1,1,1,1,1,1,1,33,1,1,1,1,1,33,1,1,1,34,1,1,33,35,14,14,1,1,14,1,14,1,1,1,1,1,14,1,1,1,19,1,1,19,1,33,1,1,1,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,2,3,3,3,2,2,51,51,1,51,1,1,1,51,1,1,1,51,51,51,51,51,51,51,1,1,1,1,1,14,14,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,26,33,33,26,33,1,1,1,1,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,2,2,2,51,51,1,51,33,1,51,33,51,51,51,51,51,2,2,2,2,2,51,1,51,33,1,1,1,1,1,14,1,1,1,1,14,1,1,33,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,51,51,51,51,51,1,1,1,1,1,1,51,2,2,2,2,2,3,3,3,3,3,2,51,1,1,1,33,1,1,1,1,14,1,1,1,1,14,14,1,1,1,1,1,33,1,1,1,1,1,1,1,33,1,33,1,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,19,19,13,13,51,1,1,1,51,51,2,3,3,3,3,3,3,3,3,3,3,3,2,51,33,1,1,1,1,1,1,19,14,1,1,14,1,1,1,1,1,1,1,1,1,33,33,1,33,33,1,1,1,1,1,35,20,20
