13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,13,13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,13,19,19,19,13,19,19,19,13,19,19,19,19,19,19,19,19,19,13,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,13
20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,26,26,26,26,26,26,26,20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,20,20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,26,26,26,26,26,26,20,26,26,26,20,26,26,26,20,26,26,26,26,26,26,26,26,26,20,26,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,20
20,20,11,11,11,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,14,14,27,27,1,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,20,20,27,27,1,1,14,14,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,1,1,1,1,1,1,27,1,1,1,27,1,1,1,27,1,1,1,1,1,1,1,1,1,27,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,9,1,1,11,11,11,20,20
20,20,11,11,33,1,1,1,1,1,33,1,1,1,1,1,27,1,35,1,33,1,14,14,1,1,1,1,1,14,1,14,14,14,14,1,1,1,1,1,1,14,20,20,1,1,1,1,14,1,1,1,1,1,14,14,14,14,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,14,27,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,33,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,1,33,33,11,11,20,20
20,20,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,1,33,1,1,14,14,14,33,33,33,33,14,14,14,14,14,14,14,27,27,33,1,1,14,14,14,14,14,14,14,1,1,1,1,1,9,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,11,20,20
20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,20,20
20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,1,33,1,1,1,1,1,20,20
20,20,1,1,1,1,1,1,1,1,1,1,33,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,29,1,1,1,1,1,1,1,1,1,20,20
20,20,1,1,1,1,1,1,1,1,1,1,1,10,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,14,1,1,1,1,1,1,1,1,1,1,20,20
20,20,1,1,1,1,1,1,1,1,33,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,14,1,1,1,1,33,1,1,1,1,1,20,20
20,20,1,1,1,29,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,1,1,1,33,1,1,1,1,33,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,14,14,14,14,14,14,1,1,1,1,1,20,20
20,20,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,33,32,1,1,33,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,1,1,1,1,33,1,1,1,1,1,1,1,35,1,6,6,6,6,6,6,6,6,1,1,1,14,1,1,1,1,1,14,14,14,1,1,20,20
20,20,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,1,33,34,14,1,1,1,1,1,1,1,1,14,1,20,20
20,20,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,14,1,1,1,1,1,1,1,1,1,14,20,20
20,20,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,14,1,1,1,1,1,1,1,1,1,14,20,20
20,20,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,19,1,1,1,33,1,33,1,33,1,1,1,1,1,32,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,14,20,20
