3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3
3,2,98,98,98,98,98,98,98,98,98,98,98,2,3,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,3,2,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,3,3,3,3,3,3,3,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,1,98,98,98,98,98,98,98,98,2,3,3,3,3,3,2,98,98,98,98,98,98,2,3
3,2,98,1,1,1,1,1,1,33,33,98,2,3,3,3,2,98,1,1,1,1,33,1,34,1,1,1,1,1,1,1,19,1,1,33,1,1,98,2,3,3,3,2,98,33,13,35,1,14,1,14,33,98,2,2,98,33,1,1,1,33,19,13,13,13,13,13,13,19,33,1,1,1,1,98,2,3,3,3,3,3,3,3,3,3,2,98,1,1,1,1,1,1,1,33,1,33,1,33,1,1,1,1,1,1,51,51,51,1,1,1,1,1,1,1,1,98,2,3,3,3,3,2,98,1,1,1,1,98,2,3
3,2,98,98,1,1,1,1,1,1,98,2,3,3,3,3,2,98,1,51,51,51,51,51,1,33,1,1,1,1,1,1,26,1,33,1,1,1,98,2,3,3,3,3,2,98,20,1,14,14,1,14,98,2,3,2,98,1,1,1,1,1,26,20,20,20,20,20,20,26,1,1,1,1,19,98,2,3,3,3,3,3,3,3,2,2,98,98,1,33,1,1,1,1,1,1,33,1,1,1,1,6,6,6,1,51,2,2,2,8,1,1,1,1,1,1,1,98,98,2,3,3,3,2,98,1,1,1,1,98,2,3
3,3,2,98,1,1,1,1,1,1,98,2,3,3,3,3,2,98,1,51,2,2,2,51,1,1,33,19,1,1,1,1,1,1,1,1,1,1,1,98,2,3,3,3,2,98,27,14,1,1,14,14,98,2,3,2,98,33,1,1,1,1,1,20,20,27,20,27,27,1,1,1,1,1,26,98,2,2,2,2,2,2,2,2,98,98,1,1,1,1,1,19,1,1,1,33,1,1,6,6,6,6,1,1,1,51,2,3,3,2,51,1,1,1,1,1,1,1,1,98,2,3,3,3,2,98,98,98,98,2,3,3
3,2,98,1,33,1,1,1,1,1,98,2,3,3,3,3,2,98,51,2,3,3,3,2,51,33,1,26,1,33,1,1,19,33,1,1,1,1,1,98,98,2,2,2,98,98,14,1,1,1,14,98,2,3,2,98,98,1,32,1,1,19,1,20,27,1,27,1,1,1,33,1,1,1,1,13,98,98,98,98,98,98,98,98,1,1,1,1,1,1,1,26,1,1,19,1,1,6,6,6,6,6,1,33,1,1,51,2,3,2,51,33,10,9,19,14,1,33,33,98,2,3,3,3,3,2,2,2,2,3,3,3
3,2,98,1,1,1,25,33,1,1,98,2,3,3,3,2,98,51,2,3,3,3,3,2,51,1,1,51,34,1,1,33,26,1,1,1,1,1,1,1,1,98,98,98,1,1,14,1,1,1,14,98,2,2,98,98,1,1,1,1,1,26,1,27,1,1,1,51,51,51,51,1,1,1,33,20,1,33,1,1,1,1,33,1,33,1,1,51,51,51,51,1,1,1,26,33,1,6,6,6,1,1,1,1,1,1,51,51,2,51,51,1,13,13,26,33,1,1,1,1,98,2,3,3,2,2,3,3,3,3,3,3
3,2,98,1,1,19,1,1,1,1,1,98,2,2,2,98,1,51,2,3,3,3,3,2,51,1,1,51,51,1,1,1,1,19,1,1,35,1,33,1,1,1,14,14,14,14,1,1,1,1,14,1,98,98,1,1,1,1,1,33,1,1,1,1,13,13,1,51,2,2,51,51,1,1,1,27,33,1,1,1,13,1,1,1,14,14,51,2,2,2,51,1,1,1,1,1,1,1,6,6,1,33,1,1,1,1,14,14,51,51,1,33,20,20,1,1,33,13,1,1,98,98,2,2,98,98,2,3,3,3,3,3
3,2,98,1,1,26,1,1,14,14,1,98,98,98,98,1,51,2,3,3,3,3,3,2,51,33,51,2,51,33,33,1,1,26,29,1,1,19,1,33,1,14,1,1,1,1,1,1,1,1,1,14,14,33,1,33,33,1,1,1,1,13,13,13,20,20,51,2,3,3,2,51,1,1,1,1,1,1,33,1,20,1,14,14,1,14,51,2,3,3,2,51,33,33,33,33,33,1,6,6,1,1,1,1,1,33,14,1,14,1,13,1,20,27,1,1,1,20,19,1,1,1,98,98,1,98,2,3,3,3,3,3
